"","HF1","HF2","HF3","HFK1","HFK2","HFK3"
"peak1492",2.12292625554574,2.8981942485832,0,9.81541033889326,4.53890152911806,5.74519113385376
"peak1494",0,0,2.57764562407647,7.63420804136142,5.77678376433207,10.0540844842441
"peak1499",0,0,0,6.54360689259551,9.28411676410512,7.18148891731721
"peak1500",2.12292625554574,0,2.57764562407647,14.1778149339569,30.9470558803504,33.0348490196591
"peak1502",12.7375575332744,2.8981942485832,29.6429246768794,6.54360689259551,10.1093715875811,21.5444667519516
"peak1508",0,0,1.28882281203824,11.9966126364251,9.07780305823611,14.3629778346344
"peak1510",8.49170502218295,2.8981942485832,5.15529124815295,7.63420804136142,18.3619198223412,15.0811267263661
"peak1512",396.987209787053,194.179014655074,372.46979267905,38.1710402068071,33.2165066449094,48.834124637757
"peak1513",53.0731563886434,17.3891654914992,42.5311527972618,6.54360689259551,7.8399208230221,23.6989134271468
"peak1515",2.12292625554574,2.8981942485832,9.02175968426766,15.2684160827228,56.3236417022377,25.1352112106102
"peak1516",61.5648614108264,72.4548562145799,54.1305581056059,201.761212521695,251.290093748445,403.599677153227
"peak1517",218.661404321211,176.789849163575,368.603324242936,19.6308206777865,25.7892132336253,29.4441045610005
"peak1527",551.960826441892,417.33997179598,547.749695116251,116.694322917953,122.962968697926,163.019798423101
"peak1531",123.129722821653,107.233187197578,141.770509324206,30.5368321654457,65.1951310546048,47.3978268542936
"peak1537",0,0,1.28882281203824,8.72480919012734,8.66517564649811,13.6448289429027
"peak1538",0,2.8981942485832,1.28882281203824,8.72480919012734,6.80835229367709,8.61778670078065
"peak1544",19.1063362999116,49.2693022259144,45.1087984213383,44.7146470994026,29.2965462333984,42.3707846121715
"peak1547",106.146312777287,63.7602734688304,92.7952424667531,129.781536703144,77.367639700876,98.3863981672457
"peak1555",4.24585251109147,2.8981942485832,14.1770509324206,13.087213785191,15.6798416460442,5.74519113385376
"peak1560",14.8604837888202,28.981942485832,10.3105824963059,2.18120229753184,15.4735279401752,5.02704224212204
"peak1565",0,5.7963884971664,2.57764562407647,8.72480919012734,9.90305788171212,2.15444667519516
"peak1570",0,8.69458274574959,7.73293687222942,4.36240459506367,11.9661949404022,12.2085311594392
"peak1571",0,8.69458274574959,6.44411406019118,7.63420804136142,16.0924690577822,11.4903822677075
"peak1572",16.9834100443659,8.69458274574959,5.15529124815295,29.4462310166798,41.0564274679315,21.5444667519516
"peak1573",0,2.8981942485832,1.28882281203824,4.36240459506367,8.2525482347601,10.7722333759758
"peak1574",4.24585251109147,0,5.15529124815295,10.9060114876592,5.77678376433207,5.02704224212204
"peak1587",16.9834100443659,8.69458274574959,15.4658737444588,0,1.03156852934501,2.15444667519516
"peak1593",33.9668200887318,52.1674964744976,54.1305581056059,5.45300574382959,7.6336071171531,2.87259556692688
"peak1597",4.24585251109147,0,2.57764562407647,5.45300574382959,9.90305788171212,1.43629778346344
"peak1599",0,2.8981942485832,0,16.3590172314888,12.7914497638782,11.4903822677075
"peak1603",8.49170502218295,28.981942485832,18.0435193685353,3.27180344629775,5.36415635259407,12.2085311594392
"peak1608",87.0399764773752,49.2693022259144,79.9070143463707,179.949189546376,275.841424746856,151.529416155393
"peak1609",10.6146312777287,17.3891654914992,65.7299634139501,35.9898379092753,70.5592874071989,19.3900200767565
"peak1610",0,2.8981942485832,0,35.9898379092753,42.0879959972765,24.4170623188785
"peak1611",42.4585251109147,28.981942485832,28.3541018648412,70.8890746697847,103.36316664037,66.78784693105
