peak,target_gene,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID,CLIP_LFC,CLIP_p,RNA_LFC,RNA_p,Protein_LFC,Protein_p,rank_value
peak27606,Fmr1,ENSMUSG00000000838,P35922,14265,1.341881032,0.236692197,0.498686285,0.005152736,0.063693074,0.043233065,1.90426039
peak22229,Vamp8,ENSMUSG00000050732,O70404,22320,1.228956395,0.198813916,0.452146113,1.89E-04,0.209416161,0.027483357,1.890518669
peak11328,Clic1,ENSMUSG00000007041,Q9Z1Q5,114584,0.934818095,0.219252701,0.778718395,3.79E-07,0.170421217,0.007622654,1.883957707
peak5444,Krt19,ENSMUSG00000020911,P19001,16669,1.348117432,0.065729193,0.307487781,0.035932579,0.205562247,0.013856529,1.861167461
peak12651,Npc1,ENSMUSG00000024413,O35604,18145,0.428192381,0.551968561,0.81659354,5.60E-06,0.590314836,0.003294126,1.835100757
peak26518,Ctnnb1,ENSMUSG00000006932,Q02248,12387,0.872210138,0.142415383,0.654698673,1.91E-05,0.294649484,0.001969792,1.821558296
peak3636,Vdac1,ENSMUSG00000020402,Q60932,22333,-1.288252453,0.183580399,0.391749694,9.34E-04,0.137959788,0.042164397,1.817961935
peak14546,Lrrc8a,ENSMUSG00000007476,Q80WG5,241296,-0.504005454,0.547891719,0.933827166,2.91E-04,0.374711998,1.16E-04,1.812544617
peak12733,Myo7b,ENSMUSG00000024388,Q99MZ6,17922,-0.896990808,0.285524153,0.804743148,0.001529822,0.10705993,0.004696787,1.808793887
peak16556,Mfn1,ENSMUSG00000027668,Q811U4,67414,1.159334895,0.237924542,0.499846115,0.001378408,0.124836931,0.008815228,1.784017941
peak19516,Arhgef16,ENSMUSG00000029032,Q3U5C8,230972,-1.050278737,0.182437499,0.636396049,0.006604445,0.083587602,0.048324339,1.770262389
peak24106,Trpm4,ENSMUSG00000038260,Q7TN37,68667,1.043960492,0.091441383,0.434232049,0.032331306,0.262377261,0.002429374,1.740569802
peak300,Vil1,ENSMUSG00000026175,Q62468,22349,-1.210516543,0.080681011,0.422528829,0.042599574,0.104525652,6.82E-04,1.737571023
peak5447,Krt19,ENSMUSG00000020911,P19001,16669,1.221661373,0.075069793,0.307487781,0.035932579,0.205562247,0.013856529,1.734711402
peak14391,Usp6nl,ENSMUSG00000039046,Q80XC3,98910,0.508894357,0.434696664,0.862908792,7.27E-07,0.346938434,0.002678851,1.718741583
peak4015,Myo1c,ENSMUSG00000017774,Q9WTI7,17913,-0.762423994,0.179385436,0.750943112,0.004274956,0.169366379,0.020754903,1.682733485
peak4099,Sdf2,ENSMUSG00000002064,Q9DCT5,20316,0.79044055,0.330853717,0.681726512,6.75E-07,0.171665898,0.020750306,1.643832959
peak8055,Anxa11,ENSMUSG00000021866,P97384,11744,0.636517231,0.32629204,0.862657742,1.81E-09,0.141384083,0.018989349,1.640559056
peak11651,Ezr,ENSMUSG00000052397,P26040,22350,0.309179883,0.652652661,1.010852446,8.16E-06,0.306235823,1.59E-04,1.626268152
peak15495,Pard6b,ENSMUSG00000044641,Q9JK83,58220,-0.260852858,0.761569583,0.998140252,9.54E-07,0.348877716,0.008859727,1.607870825
peak19721,Fosl2,ENSMUSG00000029135,P47930,14284,0.718157466,0.438672818,0.498649239,0.028650402,0.374992847,4.70E-04,1.591799552
peak27058,Tmod3,ENSMUSG00000058587,Q9JHJ0,50875,-0.866098871,0.090672659,0.353168079,0.029611769,0.305426968,0.002094602,1.524693918
peak18587,Plekhf2,ENSMUSG00000049969,Q91WB4,71801,0.611001273,0.449801768,0.724621447,0.003433512,0.181371223,0.011315265,1.516993943
peak19706,Fosl2,ENSMUSG00000029135,P47930,14284,0.642736819,0.489371527,0.498649239,0.028650402,0.374992847,4.70E-04,1.516378905
peak3375,Dgka,ENSMUSG00000025357,O88673,13139,-0.474893712,0.530825135,0.712002662,0.001546044,0.305810793,0.005371586,1.492707167
peak1289,Nabp1,ENSMUSG00000026107,Q8BGW5,109019,0.593031844,0.521839502,0.509747987,0.015675461,0.336325207,0.0025107,1.439105038
peak20311,Arpc1b,ENSMUSG00000029622,Q9WV32,11867,-0.78073822,0.353806389,0.460172745,0.029622029,0.194832226,3.12E-04,1.43574319
peak291,Vil1,ENSMUSG00000026175,Q62468,22349,0.899813376,0.051202663,0.422528829,0.042599574,0.104525652,6.82E-04,1.426867857
peak824,Arpc5,ENSMUSG00000008475,Q9CPW4,67771,-0.84896566,0.373929542,0.402785992,1.29E-04,0.146304838,9.75E-05,1.39805649
peak25439,Msmo1,ENSMUSG00000031604,Q9CRA4,66234,-0.652022768,0.22273052,0.535832567,0.040302316,0.20019629,0.002583056,1.388051625
peak20209,Cldn3,ENSMUSG00000070473,Q9Z0G9,12739,-0.650196269,0.325051954,0.436086205,2.42E-04,0.296207483,0.004301798,1.382489957
peak1551,Vps4b,ENSMUSG00000009907,P46467,20479,-0.733464355,0.294074125,0.532401922,0.004775609,0.108867675,0.001560786,1.374733952
peak1849,Mgst3,ENSMUSG00000026688,Q9CPU4,66447,0.608441621,0.467830555,0.298922138,0.045521071,0.45509154,3.70E-04,1.362455299
peak9870,Brd1,ENSMUSG00000022387,E9PZ26,223770,-0.900551772,0.149855928,0.34969417,0.027118582,0.098120214,0.029419755,1.348366156
peak19404,Ddi2,ENSMUSG00000078515,A2ADY9,68817,-0.746423001,0.352482683,0.351441686,0.004856975,0.22194193,0.001538933,1.319806617
peak22230,Vamp8,ENSMUSG00000050732,O70404,22320,-0.605389031,0.433090298,0.452146113,1.89E-04,0.209416161,0.027483357,1.266951305
peak18581,Plekhf2,ENSMUSG00000049969,Q91WB4,71801,-0.359516863,0.573451848,0.724621447,0.003433512,0.181371223,0.011315265,1.265509532
peak4321,Lasp1,ENSMUSG00000038366,Q61792,16796,0.090910128,0.915885151,0.902619924,2.48E-06,0.245212101,0.001741418,1.238742153
peak23793,Vasp,ENSMUSG00000030403,P70460,22323,-0.047786273,0.946755643,0.87219402,1.35E-09,0.296396182,2.93E-06,1.216376475
peak26342,Hyal2,ENSMUSG00000010047,O35632,15587,-0.451406764,0.519750819,0.313146398,0.022964069,0.429040696,0.004374604,1.193593858
peak19093,Mast2,ENSMUSG00000003810,Q60592,17776,-0.384955652,0.583509426,0.576800004,9.76E-05,0.208749509,0.007276615,1.170505165
peak19707,Fosl2,ENSMUSG00000029135,P47930,14284,-0.290541237,0.723746583,0.498649239,0.028650402,0.374992847,4.70E-04,1.164183323
peak15375,Src,ENSMUSG00000027646,P05480,20779,0.401253577,0.664537422,0.594559613,0.022882563,0.138721347,0.025180793,1.134534538
peak311,Vil1,ENSMUSG00000026175,Q62468,22349,0.59284574,0.515774462,0.422528829,0.042599574,0.104525652,6.82E-04,1.119900221
peak19456,Pgd,ENSMUSG00000028961,Q9DCD0,110208,0.559151558,0.507533658,0.398580051,0.025390932,0.094954691,0.001689494,1.0526863
peak14950,Spint1,ENSMUSG00000027315,Q9R097,20732,-0.082205227,0.897726476,0.754986922,5.78E-04,0.212299403,9.52E-05,1.049491552
peak6271,Cep170b,ENSMUSG00000072825,Q80U49,217882,-0.342941754,0.668217484,0.445250358,0.019041031,0.241001347,8.08E-04,1.029193459
peak10095,Krt8,ENSMUSG00000049382,P11679,16691,0.388000625,0.486234036,0.365158962,0.006025476,0.242809565,0.007893896,0.995969152
peak14951,Spint1,ENSMUSG00000027315,Q9R097,20732,0.014870912,0.982773316,0.754986922,5.78E-04,0.212299403,9.52E-05,0.982157238
peak1835,Sft2d2,ENSMUSG00000040848,Q8VD57,108735,-0.334389686,0.656616452,0.340962888,0.004793951,0.165891535,0.023074343,0.841244109
peak8619,Exoc5,ENSMUSG00000061244,Q3TPX4,105504,-0.139848747,0.879035368,0.552666157,0.02998134,0.131740069,1.02E-04,0.824254974
peak19405,Ddi2,ENSMUSG00000078515,A2ADY9,68817,-0.145656725,0.850220993,0.351441686,0.004856975,0.22194193,0.001538933,0.719040341
peak292,Vil1,ENSMUSG00000026175,Q62468,22349,0.016342826,0.982773316,0.422528829,0.042599574,0.104525652,6.82E-04,0.543397307
