"","Var1","Freq"
"1240","Pcgf3",1
"1241","Pcmt1",1
"1242","Pcsk5",1
"1243","Pcsk7",1
"1244","Pcx",2
"1245","Pdcd10",1
"1246","Pdcd4",2
"1247","Pdcd6ip",1
"1248","Pddc1",1
"1249","Pde3a",3
"1250","Pde9a",2
"1251","Pdia3",3
"1252","Pdia6",1
"1253","Pdik1l",1
"1254","Pdk1",2
"1255","Pdlim1",1
"1256","Pdp2",1
"1257","Pdpk1",2
"1258","Pdpr",1
"1259","Pds5a",1
"1260","Pdss1",2
"1261","Pdss2",1
"1262","Pdxdc1",4
"1263","Pea15a",1
"1264","Per3",1
"1265","Perp",8
"1266","Pex11a",1
"1267","Pfkfb2",1
"1268","Pfkl",1
"1269","Pfkp",2
"1270","Pfn1",1
"1271","Pgap1",1
"1272","Pgap2",1
"1273","Pgd",1
"1274","Pggt1b",1
"1275","Pgm3",2
"1276","Pgrmc1",1
"1277","Phactr2",2
"1278","Phf11b",1
"1279","Phf20l1",1
"1280","Phgr1",1
"1281","Phip",1
"1282","Phlda2",1
"1283","Phlpp1",1
"1284","Phlpp2",2
"1285","Pi4kb",1
"1286","Picalm",3
"1287","Piga",1
"1288","Pigg",1
"1289","Pigr",6
"1290","Pigt",1
"1291","Pik3r1",2
"1292","Pim1",2
"1293","Pip5k1a",1
"1294","Pip5k1b",1
"1295","Pitpna",1
"1296","Pkd1",1
"1297","Pkdcc",1
"1298","Pklr",1
"1299","Pkm",2
"1300","Pkm Gramd2",1
"1301","Pkn1",1
"1302","Pkn2",1
"1303","Pkp3",1
"1304","Pkp4",1
"1305","Pla2g10",2
"1306","Pla2g5",1
"1307","Pla2g6",1
"1308","Plac8",1
"1309","Plagl2",4
"1310","Plcb3",1
"1311","Plcd1",2
"1312","Plcl2",2
"1313","Pld1",2
"1314","Plec",5
"1315","Plek2",1
"1316","Plekha1",2
"1317","Plekha3",1
"1318","Plekha5",2
"1319","Plekha6",2
"1320","Plekha8",2
"1321","Plekhb2",6
"1322","Plekhf2",1
"1323","Plekhg6",2
"1324","Plekhh1",2
"1325","Plekhm1",2
"1326","Pllp",1
"1327","Plpp2",1
"1328","Plpp5",2
"1329","Pls1",6
"1330","Plscr1",1
"1331","Plxna1",1
"1332","Plxna2",1
"1333","Plxnb2",2
"1334","Pmaip1",4
"1335","Pmm2",1
"1336","Pmp22",5
"1337","Pnliprp2",1
"1338","Pnpla8",1
"1339","Pogz",1
"1340","Pold3",1
"1341","Pon2",4
"1342","Pou2f1",1
"1343","Ppfia3",3
"1344","Ppfibp2",1
"1345","Ppib",2
"1346","Ppif",1
"1347","Ppnr Tcf7l2",1
"1348","Ppp1ca",3
"1349","Ppp1cb",2
"1350","Ppp1cc",1
"1351","Ppp1r10",2
"1352","Ppp1r12a",2
"1353","Ppp1r14b",1
"1354","Ppp1r15b",5
"1355","Ppp2ca",1
"1356","Ppp2r1a",2
"1357","Ppp2r2d",1
"1358","Ppp2r5e",2
"1359","Ppp4r1",1
"1360","Ppp6c",1
"1361","Ppp6r3",1
"1362","Pptc7",2
"1363","Pqlc2",1
"1364","Prdm1",1
"1365","Prdx2",2
"1366","Prdx6",4
"1367","Prkab1",2
"1368","Prkaca",1
"1369","Prkar1a",2
"1370","Prkar2a",2
"1371","Prkca",5
"1372","Prkcd",3
"1373","Prkcsh",2
"1374","Prkcz",1
"1375","Prkx",1
"1376","Prom1",8
"1377","Proser1",1
"1378","Prpf8",2
"1379","Prpsap1",1
"1380","Prr13",1
"1381","Prr14l",1
"1382","Prr15l",2
"1383","Prr5",1
"1384","Prrc2b",1
"1385","Prss30",5
"1386","Prss32",2
"1387","Prss8",3
"1388","Psap",6
"1389","Psd4",1
"1390","Psen1",1
"1391","Pskh1",1
"1392","Psma6",1
"1393","Psmb4",1
"1394","Psmc6",2
"1395","Psme4",1
"1396","Ptbp3",3
"1397","Ptcd1",1
"1398","Ptdss2",1
"1399","Pten",3
"1400","Ptgfrn",1
"1401","Ptk2",1
"1402","Ptk2b",1
"1403","Ptma",1
"1404","Ptp4a1",2
"1405","Ptp4a2",2
"1406","Ptpn12",1
"1407","Ptpn2",1
"1408","Ptpn23",1
"1409","Ptpn3",2
"1410","Ptprh",3
"1411","Ptprj",1
"1412","Ptprk",1
"1413","Ptprn2",1
"1414","Ptprr",2
"1415","Pts",1
"1416","Pttg1ip",6
"1417","Pum2",1
"1418","Purb",2
"1419","Purg",1
"1420","Pvr",1
"1421","Pvrl2",1
"1422","Pycard",1
"1423","Pyy",1
"1424","Qars",1
"1425","R3hdm4",4
"1426","Rab11fip1",2
"1427","Rab14",1
"1428","Rab1a",1
"1429","Rab35",1
"1430","Rab3gap1",2
"1431","Rab5c",1
"1432","Rab7",2
"1433","Rabac1",5
"1434","Rabgap1l",1
"1435","Rabif",1
"1436","Rac1",1
"1437","Rad21",1
"1438","Rad23b",1
"1439","Ralgapa1",1
"1440","Ralgapa2",2
"1441","Ralgapb",1
"1442","Raly",1
"1443","Ranbp2",1
"1444","Rap1b",1
"1445","Rap2b",4
"1446","Rap2c",2
"1447","Rapgef2",2
"1448","Rapgefl1",1
"1449","Rasa2",2
"1450","Rasd1",1
"1451","Rasgef1b",1
"1452","Rassf3",3
"1453","Rassf6",1
"1454","Rb1",2
"1455","Rbm47",1
"1456","Rbm6",1
"1457","Rbms1",1
"1458","Rc3h1",1
"1459","Rchy1",1
"1460","Rdh16",1
"1461","Rdx",1
"1462","Reep3",3
"1463","Reep4",1
"1464","Rell1",1
"1465","Reps2",2
"1466","Rer1",1
"1467","Rere",4
"1468","Rexo1",1
"1469","Rffl",1
"1470","Rfk",3
"1471","Rgp1",1
"1472","Rgs2",1
"1473","Rhbdf2",2
"1474","Rhob",6
"1475","Rhoc",4
"1476","Rhog",1
"1477","Rhpn2",4
"1478","Ric1",1
"1479","Riok1",1
"1480","Ripk2",1
"1481","Rnase4",2
"1482","Rnasel",1
"1483","Rnd3",2
"1484","Rnf10",2
"1485","Rnf103",2
"1486","Rnf111",1
"1487","Rnf114",1
"1488","Rnf128",1
"1489","Rnf167",1
"1490","Rnf169",2
"1491","Rnf181",3
"1492","Rnf19a",1
"1493","Rnf213",1
"1494","Rnf216",1
"1495","Rnf31",1
"1496","Rnf38",1
"1497","Rnf39",1
"1498","Rnf4",1
"1499","Rock1",1
"1500","Rock2",3
"1501","RP23-110C17.2",1
"1502","RP23-127E21.1",3
"1503","RP23-140G16.1",1
"1504","RP23-145N17.1",1
"1505","RP23-153M14.4",1
"1506","RP23-16O15.2",1
"1507","RP23-176J13.6",1
"1508","RP23-188K3.6",1
"1509","RP23-189B9.5 AC130827.2",1
"1510","RP23-199B10.2",1
"1511","RP23-207P16.1",1
"1512","RP23-211P15.1",1
"1513","RP23-212I23.1",1
"1514","RP23-22A15.2",4
"1515","RP23-230O9.4",9
"1516","RP23-233B6.2",1
"1517","RP23-242C19.7",1
"1518","RP23-243E17.1",1
"1519","RP23-273D6.2",1
"1520","RP23-284F8.1",1
"1521","RP23-284L6.7",4
"1522","RP23-289H16.2",1
"1523","RP23-297K24.1",1
"1524","RP23-310J6.1",1
"1525","RP23-32A8.1",1
"1526","RP23-338E5.2",1
"1527","RP23-341M13.1",1
"1528","RP23-343E20.2",1
"1529","RP23-345D6.8-1",1
"1530","RP23-346I1.1 Mgst2",2
"1531","RP23-349B15.4",1
"1532","RP23-37G19.2",1
"1533","RP23-386F15.3",1
"1534","RP23-392I2.3 Wasl",1
"1535","RP23-398D18.4",1
"1536","RP23-406N5.7",2
"1537","RP23-41B18.5",1
"1538","RP23-421B1.2",1
"1539","RP23-437A9.3",1
"1540","RP23-448G18.4",2
"1541","RP23-67J22.4",2
"1542","RP23-67P7.1",1
"1543","RP23-81C12.1",1
"1544","RP23-92G13.4",1
"1545","RP24-114E18.6",1
"1546","RP24-114E18.8",1
"1547","RP24-127M20.8",1
"1548","RP24-16C11.2",1
"1549","RP24-180B11.5",1
"1550","RP24-196I12.2 RP24-540A17.2",1
"1551","RP24-221F4.2",2
"1552","RP24-234J3.3",1
"1553","RP24-318I24.1",2
"1554","RP24-345M16.1",2
"1555","RP24-426M1.3",1
"1556","RP24-459E13.2",1
"1557","Rpl10",1
"1558","Rpl10a",1
"1559","Rpl11",1
"1560","Rpl14",2
"1561","Rpl14-ps1",1
"1562","Rpl4",2
"1563","Rpl6",1
"1564","Rpl7l1",1
"1565","Rplp0 Gcn1l1",1
"1566","Rpn2",1
"1567","Rprd1a",1
"1568","Rprd2",1
"1569","Rps12",1
"1570","Rps13",1
"1571","Rps18",1
"1572","Rps20",1
"1573","Rps21",2
"1574","Rps3a1",1
"1575","Rps6ka1",2
"1576","Rps6kb1",1
"1577","Rragc",1
"1578","Rrbp1",1
"1579","Rreb1",1
"1580","Rrm2b",1
"1581","Rsad2",4
"1582","Rsbn1l",2
"1583","Rsf1",1
"1584","Rtf1",1
"1585","Rybp",1
"1586","S100a1",1
"1587","S100a14",5
"1588","S100a16",1
"1589","Saa1",1
"1590","Saa2",1
"1591","Sacm1l",2
"1592","Samd9l",1
"1593","Sap130",1
"1594","Sass6",1
"1595","Satb2",1
"1596","Sbf1",2
"1597","Sbno1",1
"1598","Sbno2",1
"1599","Sc5d",1
"1600","Scaf4",1
"1601","Scamp1",1
"1602","Scamp2",2
"1603","Scap",1
"1604","Scarb2",1
"1605","Scd2",11
"1606","Scin",1
"1607","Scmh1",1
"1608","Scml4",2
"1609","Scnn1g",1
"1610","Sco1",1
"1611","Scyl2",1
"1612","Sdc1",5
"1613","Sdc4",9
"1614","Sdcbp",2
"1615","Sdcbp2",1
"1616","Sdf2",2
"1617","Sdha",1
"1618","Sdhb",1
"1619","Sdhd",1
"1620","Sec22a",1
"1621","Sec23a",2
"1622","Sec24a",2
"1623","Sec31a",1
"1624","Sec61b",1
"1625","Sec63",1
"1626","Sectm1b",6
"1627","Sel1l3",4
"1628","Selt",1
"1629","Sema4a",2
"1630","Sema4b",5
"1631","Sema4g",1
"1632","Sema6d",1
"1633","Sema7a",7
"1634","Senp6",2
"1635","Sepp1",4
"1636","Sept5",1
"1637","Sept5 Gp1bb",1
"1638","Sept7",2
"1639","Serbp1",1
"1640","Serinc2",1
"1641","Serinc3",3
"1642","Serinc5",3
"1643","Serpinb1a",1
"1644","Serpinb6a",1
"1645","Sertad1",2
"1646","Sertad3",1
"1647","Sesn2",2
"1648","Setd3",1
"1649","Setd5",2
"1650","Setd8",1
"1651","Sf3b3",1
"1652","Sft2d2",4
"1653","Sfxn1",1
"1654","Sgk1",2
"1655","Sgk2",2
"1656","Sgpl1",2
"1657","Sgpp2",7
"1658","Sh2d4a",1
"1659","Sh3bgrl2",1
"1660","Sh3bgrl3",1
"1661","Sh3d19",1
"1662","Sh3d21",1
"1663","Sh3gl2",1
"1664","Sh3glb1",2
"1665","Sh3rf1",1
"1666","Sh3tc1",2
"1667","Shc1",1
"1668","Shisa5",6
"1669","Shoc2",1
"1670","Sidt2",1
"1671","Sigmar1",2
"1672","Sipa1l1",1
"1673","Sipa1l3",1
"1674","Sirt3",1
"1675","Ski",1
"1676","Skil",2
"1677","Skp2",1
"1678","Slc10a5",2
"1679","Slc10a7",1
"1680","Slc12a6",1
"1681","Slc12a7",2
"1682","Slc13a2",3
"1683","Slc15a1",1
"1684","Slc16a1",4
"1685","Slc16a3",1
"1686","Slc16a5",3
"1687","Slc17a4",1
"1688","Slc20a1",4
"1689","Slc22a23",3
"1690","Slc23a2",2
"1691","Slc25a1",1
"1692","Slc25a13",1
"1693","Slc25a16",1
"1694","Slc25a20",4
"1695","Slc25a24",3
"1696","Slc25a25",1
"1697","Slc25a28",1
"1698","Slc25a51",1
"1699","Slc26a2",19
"1700","Slc26a3",3
"1701","Slc30a4",2
"1702","Slc30a7",1
"1703","Slc31a1",1
"1704","Slc33a1",1
"1705","Slc35a1",2
"1706","Slc35a2",4
"1707","Slc35a3",1
"1708","Slc35b3",1
"1709","Slc35c1",3
"1710","Slc35d1",5
"1711","Slc36a1",4
"1712","Slc37a1",2
"1713","Slc38a2",9
"1714","Slc38a7",1
"1715","Slc39a1",1
"1716","Slc39a4",1
"1717","Slc3a1",1
"1718","Slc3a2",2
"1719","Slc40a1",8
"1720","Slc44a1",1
"1721","Slc44a4",2
"1722","Slc46a1",1
"1723","Slc4a7",2
"1724","Slc6a14",3
"1725","Slc6a6",2
"1726","Slc6a8",2
"1727","Slc7a5",1
"1728","Slc7a6",1
"1729","Slc7a7",1
"1730","Slc8a1",1
"1731","Slc8b1",2
"1732","Slc9a2",5
"1733","Slc9a3",6
"1734","Slc9a3r1",1
"1735","Slc9a8",1
"1736","Slco2a1",1
"1737","Slfn4",1
"1738","Slk",2
"1739","Slmap",1
"1740","Smad5",1
"1741","Smad7",6
"1742","Smagp",3
"1743","Smap1",2
"1744","Smarca4",1
"1745","Smarcc1",1
"1746","Smarcc2",1
"1747","Smc1a",1
"1748","Smim12",1
"1749","Smim15",4
"1750","Smpdl3a",4
"1751","Smu1",1
"1752","Snap29",1
"1753","Snhg3 Rcc1",1
"1754","Snord14c Hspa8",1
"1755","Snord14d Hspa8",1
"1756","Snord16a Rpl4",1
"1757","Snord87 Snhg6",1
"1758","Snrpd2",1
"1759","Snw1",1
"1760","Socs1",1
"1761","Socs4",2
"1762","Son",1
"1763","Sord",1
"1764","Sorl1",1
"1765","Sowahb",1
"1766","Sox13",1
"1767","Spag9",1
"1768","Spata2",3
"1769","Spcs3",1
"1770","Specc1",2
"1771","Spint1",1
"1772","Spint2",1
"1773","Sppl2a",5
"1774","Spred1",4
"1775","Sprr1a",4
"1776","Sprr2a1",1
"1777","Sprr2a2",1
"1778","Sprr2a3",2
"1779","Sprr2b",1
"1780","Spryd3",2
"1781","Sptbn1",5
"1782","Sptlc2",4
"1783","Sptssa",1
"1784","Sptssb",2
"1785","Sqle",1
"1786","Sqstm1",1
"1787","Src",1
"1788","Sri",6
"1789","Srp9",1
"1790","Srpr",1
"1791","Srrm2",2
"1792","Srsf10",1
"1793","Srsf9",1
"1794","Srxn1",2
"1795","Ssfa2",1
"1796","Ssh2",1
"1797","Ssr2",2
"1798","Ssr3",1
"1799","St3gal3",4
"1800","St3gal4",7
"1801","St3gal6",1
"1802","St6galnac6",8
"1803","Stam2",1
"1804","Stambpl1",1
"1805","Stard4",1
"1806","Stard5",1
"1807","Stard7",1
"1808","Stat2",1
"1809","Stat3",2
"1810","Stat6",1
"1811","Stc2",1
"1812","Steap4",1
"1813","Stk10",1
"1814","Stk17b",1
"1815","Stk25",1
"1816","Stk35",1
"1817","Stk38",2
"1818","Stk40",3
"1819","Ston2",5
"1820","Strbp",1
"1821","Strip1",1
"1822","Strn",2
"1823","Strn4",1
"1824","Stt3a",1
"1825","Stx12",1
"1826","Stx17",3
"1827","Stx3",2
"1828","Stx7",1
"1829","Stxbp1",1
"1830","Styk1",1
"1831","Suclg1",2
"1832","Sulf1",1
"1833","Sult1b1",2
"1834","Sult1d1",1
"1835","Suox",1
"1836","Supt20",1
"1837","Supt6",1
"1838","Surf4",2
"1839","Susd6",2
"1840","Suv420h2",1
"1841","Sval1",1
"1842","Syk",1
"1843","Syngr2",4
"1844","Sypl",3
"1845","Sys1",1
"1846","Sytl1",2
"1847","Sytl2",1
"1848","Syvn1",1
"1849","Szt2",1
"1850","Tacc2",2
"1851","Tada2b",1
"1852","Taf1d",1
"1853","Taf4",1
"1854","Taf8",1
"1855","Tanc1",1
"1856","Taok2",1
"1857","Taok3",1
"1858","Tapbp",1
"1859","Tapbpl",1
"1860","Tat",1
"1861","Tax1bp1",3
"1862","Tbc1d13",1
"1863","Tbc1d20",1
"1864","Tbc1d9",1
"1865","Tbl1xr1",1
"1866","Tbx3",1
"1867","Tcea3",2
"1868","Tcf12",1
"1869","Tcf4",1
"1870","Tcf7l2",8
"1871","Tcta",1
"1872","Tdrd7",1
"1873","Tef",1
"1874","Telo2",1
"1875","Tep1",1
"1876","Tes",3
"1877","Tet2",2
"1878","Tet3",5
"1879","Tfcp2l1",6
"1880","Tgif1",1
"1881","Tgm3",1
"1882","Tgoln1",26
"1883","Thra",1
"1884","Thrb",1
"1885","Ticam1",1
"1886","Timm10b",1
"1887","Tinagl1",2
"1888","Tirap",1
"1889","Tjp1",4
"1890","Tjp2",1
"1891","Tle4",1
"1892","Tln1",1
"1893","Tm4sf20",4
"1894","Tm7sf2",1
"1895","Tm9sf1",2
"1896","Tm9sf2",4
"1897","Tm9sf3",5
"1898","Tma7",1
"1899","Tmbim1",4
"1900","Tmbim4",2
"1901","Tmbim6",2
"1902","Tmc4",2
"1903","Tmc4 Leng1",1
"1904","Tmcc3",5
"1905","Tmco3",1
"1906","Tmed9",1
"1907","Tmem120a",1
"1908","Tmem127",7
"1909","Tmem128",1
"1910","Tmem131",3
"1911","Tmem134",1
"1912","Tmem14c",1
"1913","Tmem164",4
"1914","Tmem170",1
"1915","Tmem171",1
"1916","Tmem183a",1
"1917","Tmem189",1
"1918","Tmem192",1
"1919","Tmem2",1
"1920","Tmem234",1
"1921","Tmem236",2
"1922","Tmem243",1
"1923","Tmem245",1
"1924","Tmem246",1
"1925","Tmem253",1
"1926","Tmem30b",1
"1927","Tmem37",2
"1928","Tmem43",5
"1929","Tmem45b",4
"1930","Tmem54",1
"1931","Tmem56",1
"1932","Tmem8",2
"1933","Tmem8 Mrpl28",1
"1934","Tmem87b",2
"1935","Tmem97",1
"1936","Tmem98",1
"1937","Tmigd1",1
"1938","Tmprss2",8
"1939","Tmprss4",2
"1940","Tmsb10",1
"1941","Tnfaip1",1
"1942","Tnfaip3",1
"1943","Tnfrsf11a",1
"1944","Tnfrsf12a",1
"1945","Tnfrsf1a",1
"1946","Tnfrsf1b",3
"1947","Tnip1",1
"1948","Tnks2",3
"1949","Tnpo1",3
"1950","Tnpo2",1
"1951","Tnrc6a",7
"1952","Tnrc6b",3
"1953","Tns3",2
"1954","Tns4",1
"1955","Tob1",4
"1956","Tom1l1",1
"1957","Tomm22",1
"1958","Tomm70a",2
"1959","Top2a",1
"1960","Top2b",1
"1961","Topors",1
"1962","Tor1aip1",1
"1963","Tor1aip2",5
"1964","Tor1b",2
"1965","Tor2a",1
"1966","Tox",1
"1967","Tpcn1",4
"1968","Tpd52",6
"1969","Tpi1",2
"1970","Tpm1",3
"1971","Tpm3",1
"1972","Tprgl",1
"1973","Trafd1",1
"1974","Trak2",1
"1975","Tram2",1
"1976","Trappc1",1
"1977","Trappc1 Kcnab3",1
"1978","Trappc4",1
"1979","Trbc2",1
"1980","Treh",1
"1981","Trib1",4
"1982","Trim14",1
"1983","Trim16",1
"1984","Trim25",7
"1985","Trim31",1
"1986","Trim6",3
"1987","Trim8",1
"1988","Trip11",2
"1989","Trip12",3
"1990","Trp53",1
"1991","Trp53bp2",1
"1992","Trp53inp1",4
"1993","Trp53inp2",7
"1994","Trp53rkb",1
"1995","Trpm7",1
"1996","Trpv3",1
"1997","Trrap",2
"1998","Tsc22d1",3
"1999","Tsc22d2",3
"2000","Tsc22d3",1
"2001","Tsku",2
"2002","Tspan1",5
"2003","Tspan15",1
"2004","Tspan7",1
"2005","Tspan8",1
"2006","Tsr1",1
"2007","Ttc17",1
"2008","Ttc22",1
"2009","Ttc3",1
"2010","Ttc38",2
"2011","Ttc7",2
"2012","Ttr",1
"2013","Tuba4a",1
"2014","Tubb4b",1
"2015","Tubb5",1
"2016","Tug1",1
"2017","Tusc2",1
"2018","Twf1",1
"2019","Txn1",2
"2020","Txnip",6
"2021","Tyro3",1
"2022","Uba1",2
"2023","Ubb",1
"2024","Ube2b",2
"2025","Ube2g2",2
"2026","Ube2h",1
"2027","Ube2z",2
"2028","Ube4b",1
"2029","Ubfd1",2
"2030","Ubl7",1
"2031","Ubn2",2
"2032","Ubr4",1
"2033","Ubxn4",1
"2034","Ucp2",2
"2035","Ugcg",6
"2036","Ugdh",2
"2037","Ugp2",1
"2038","Ugt2b34",2
"2039","Uhrf1bp1l",2
"2040","Unc50",1
"2041","Unc5b",2
"2042","Upf1",1
"2043","Uprt",1
"2044","Uqcrc1",1
"2045","Uqcrc2",1
"2046","Uqcrh",1
"2047","Use1",1
"2048","Usf1",1
"2049","Usf3",1
"2050","Ush1c",2
"2051","Usp25",1
"2052","Usp42",1
"2053","Usp47",1
"2054","Usp53",2
"2055","Usp54",1
"2056","Usp6nl",1
"2057","Usp8",1
"2058","Utrn",1
"2059","Uty",1
"2060","Vamp3",1
"2061","Vamp8",3
"2062","Vapa",1
"2063","Vasp",2
"2064","Vcpip1",2
"2065","Vdac2",1
"2066","Vdr",1
"2067","Vegfa",1
"2068","Vil1",3
"2069","Vipr1",3
"2070","Vkorc1l1",1
"2071","Vldlr",2
"2072","Vmp1",1
"2073","Vps13a",3
"2074","Vps13d",2
"2075","Vps16",1
"2076","Vps28",1
"2077","Vps4b",1
"2078","Vps54",1
"2079","Vta1",1
"2080","Vti1b",1
"2081","Vwa5a",1
"2082","Wapl",2
"2083","Wasl",2
"2084","Wbp1l",3
"2085","Wbp2",2
"2086","Wdr1",1
"2087","Wdr11",1
"2088","Wdr26",1
"2089","Wdr37",1
"2090","Wdr82",1
"2091","Wdr92",1
"2092","Wee1",1
"2093","Wiz",1
"2094","Wnk1",1
"2095","Wsb1",1
"2096","Wwc1",2
"2097","Xdh",2
"2098","Xiap",3
"2099","Xist",1
"2100","Xk",1
"2101","Xkr8",1
"2102","Xpo7",1
"2103","Xrcc4",1
"2104","Yap1",1
"2105","Yipf3",1
"2106","Yipf5",1
"2107","Yipf6",2
"2108","Ykt6",1
"2109","Ylpm1",1
"2110","Ypel5",1
"2111","Ythdf2",1
"2112","Ywhab",2
"2113","Ywhag",2
"2114","Ywhaz",4
"2115","Zbp1",1
"2116","Zbtb7a",3
"2117","Zbtb7b",3
"2118","Zc3h4",2
"2119","Zc3hav1",1
"2120","Zcchc11",1
"2121","Zcchc2",1
"2122","Zcchc7",2
"2123","Zdhhc12",1
"2124","Zdhhc13",5
"2125","Zdhhc17",1
"2126","Zdhhc18",3
"2127","Zdhhc20",1
"2128","Zdhhc21",5
"2129","Zdhhc5",2
"2130","Zfand3",5
"2131","Zfand6",1
"2132","Zfc3h1",1
"2133","Zfhx3",1
"2134","Zfp106",1
"2135","Zfp148",1
"2136","Zfp217",3
"2137","Zfp26",1
"2138","Zfp36",6
"2139","Zfp36l1",1
"2140","Zfp516",1
"2141","Zfp597",1
"2142","Zfp626",1
"2143","Zfp644",2
"2144","Zfp655",1
"2145","Zfp706",1
"2146","Zfp91",1
"2147","Zfr",1
"2148","Zfyve1",1
"2149","Zmat2",1
"2150","Zmiz1",2
"2151","Zmynd11",1
"2152","Zswim6",1
"2153","Zwint",2
"2154","Zzef1",4
