"","100","200","300","400","500","600","700","800","900","1000","1100","1200","1300","1400","1500"
"exon",0.49,0.43,0.446666666666667,0.44,0.44,0.441666666666667,0.438571428571429,0.435,0.416666666666667,0.418,0.415454545454545,0.420833333333333,0.431538461538462,0.438571428571429,0.438385269121813
"intergenic",0.02,0.025,0.0366666666666667,0.0325,0.032,0.0283333333333333,0.0271428571428571,0.0275,0.0311111111111111,0.034,0.0418181818181818,0.0433333333333333,0.0461538461538462,0.0478571428571429,0.0481586402266289
"intron",0.01,0.015,0.0166666666666667,0.015,0.014,0.0216666666666667,0.0228571428571429,0.02625,0.0277777777777778,0.029,0.0318181818181818,0.0416666666666667,0.0438461538461538,0.0428571428571429,0.0424929178470255
"utr3",0.4,0.465,0.446666666666667,0.4625,0.456,0.453333333333333,0.448571428571429,0.45,0.46,0.453,0.448181818181818,0.430833333333333,0.413846153846154,0.403571428571429,0.402266288951841
"utr3*",0.01,0.01,0.01,0.0125,0.02,0.0183333333333333,0.0157142857142857,0.015,0.0166666666666667,0.018,0.0163636363636364,0.0166666666666667,0.0169230769230769,0.0185714285714286,0.0191218130311615
"utr5",0.06,0.05,0.0333333333333333,0.03,0.03,0.03,0.0371428571428571,0.03625,0.0377777777777778,0.038,0.0372727272727273,0.0375,0.0384615384615385,0.0392857142857143,0.0403682719546742
"utr5*",0.01,0.005,0.01,0.0075,0.008,0.00666666666666667,0.01,0.01,0.01,0.01,0.00909090909090909,0.00916666666666667,0.00923076923076923,0.00928571428571429,0.00920679886685552
