"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","12/243","120/8912",0.000100063402542608,0.0280177527119302,0.0241205465076392,"18640/18750/56421/74055/11938/11461/26896/17978/17979/18176/26395/18708",12
"mmu00900","mmu00900","Terpenoid backbone biosynthesis","5/243","23/8912",0.000325433104272381,0.0455606345981334,0.0392232530938817,"15357/208715/192156/110446/56075",5
