"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","TATAAA_V$TATA_01",0.00156494522691706,0.0766823161189358,0.665370446248982,1.91560355402958,0,22,"c(`19126` = ""Prom1"", `241452` = ""Dhrs9"", `23844` = ""Clca1"", `20532` = ""Slc3a1"", `11717` = ""Ampd3"", `384783` = ""Irs2"", `71960` = ""Myh14"")"
