"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","CTTTGT_V$LEF1_Q2",0.0126984126984127,0.0888888888888889,0.648628697999292,1.69514517893977,7,16,"c(`241452` = ""Dhrs9"", `20969` = ""Sdc1"", `13867` = ""Erbb3"", `18810` = ""Plec"", `13636` = ""Efna1"", `71960` = ""Myh14"")"
