"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","BLALOCK_ALZHEIMERS_DISEASE_UP",0.00374531835205993,0.0973782771535581,-0.666547315786969,-1.79612205084201,1,21,"c(`18489` = ""Reg3b"", `19695` = ""Reg3g"", `21354` = ""Tap1"", `14964` = ""H2-D1"")"
